question	answer	category	explanation	formula_id	variables	related_questions
コンデンサの充電電流	I_C=\omega CV	電力管理	正弦波定常状態で、Cは対象区間の静電容量、Vはその端子電圧実効値です。問題文に試験電圧、漏れ電流、静電容量、誘電正接または測定時間が与えられ、「コンデンサの充電電流」が問われる問題で使います。試験が直流か交流か、測定時刻と温度条件を確認し、判定値は対象機器の規格に従います。	PM-INS-001	""	""
誘電体損失	P_d=\omega CV^2\tan\delta	電力管理	並列等価回路で表す正弦波電圧の誘電損です。問題文に試験電圧、漏れ電流、静電容量、誘電正接または測定時間が与えられ、「誘電体損失」が問われる問題で使います。試験が直流か交流か、測定時刻と温度条件を確認し、判定値は対象機器の規格に従います。	PM-INS-002	""	""
絶縁抵抗	R_{ins}=\frac{V_{dc}}{I_{leak}}	電力管理	直流試験電圧と十分時間経過後の漏れ電流から求めます。問題文に試験電圧、漏れ電流、静電容量、誘電正接または測定時間が与えられ、「絶縁抵抗」が問われる問題で使います。試験が直流か交流か、測定時刻と温度条件を確認し、判定値は対象機器の規格に従います。	PM-INS-003	""	""
成極指数	PI=\frac{R_{10\,min}}{R_{1\,min}}	電力管理	絶縁抵抗の時間変化を評価する代表指標です。判定値は規格・機器条件に従います。問題文に試験電圧、漏れ電流、静電容量、誘電正接または測定時間が与えられ、「成極指数」が問われる問題で使います。試験が直流か交流か、測定時刻と温度条件を確認し、判定値は対象機器の規格に従います。	PM-INS-004	""	""
直列リアクトル率と高調波共振次数の関係	n_r=\sqrt{\frac{X_C}{X_L}}=\frac{1}{\sqrt{p}}	電力管理	p=X_L/X_Cを基本波で定義したときの共振次数です。問題文に基本波と高調波、リアクトル率、フィルタL・Cまたは各次高調波電流が与えられ、「直列リアクトル率と高調波共振次数の関係」が問われる問題で使います。基本波と各高調波を別成分として扱い、同調点や実効値は二乗和で確認します。	PM-INS-005	""	""
単一同調フィルタの同調条件	\omega_hL=\frac{1}{\omega_hC}	電力管理	対象高調波角周波数ω_hでリアクトルとコンデンサを直列共振させます。問題文の基本波と高調波、リアクトル率、フィルタL・Cまたは各次高調波電流に注目し、「単一同調フィルタの同調条件」を判断・説明する問題で使います。基本波と各高調波を別成分として扱い、同調点や実効値は二乗和で確認します。	PM-INS-006	""	""
高調波を含む電流の実効値	I_{rms}=\sqrt{\sum_{h=1}^{\infty}I_h^2}	電力管理	異なる周波数成分は直交するため、実効値の二乗和平方根で合成します。問題文に基本波と高調波、リアクトル率、フィルタL・Cまたは各次高調波電流が与えられ、「高調波を含む電流の実効値」が問われる問題で使います。基本波と各高調波を別成分として扱い、同調点や実効値は二乗和で確認します。	PM-INS-007	""	""
全高調波ひずみ率	THD=\frac{\sqrt{\sum_{h=2}^{\infty}X_h^2}}{X_1}	電力管理	Xは電圧または電流の各調波実効値です。問題文に基本波と高調波、リアクトル率、フィルタL・Cまたは各次高調波電流が与えられ、「全高調波ひずみ率」が問われる問題で使います。基本波と各高調波を別成分として扱い、同調点や実効値は二乗和で確認します。	PM-INS-008	""	""
ケーブル故障点のパルス反射法による距離	x=\frac{vt}{2}	電力管理	パルスの往復時間tと伝搬速度vから故障点までの片道距離を求めます。問題文にパルス往復時間、ループ抵抗比またはブリッジの抵抗比が与えられ、「ケーブル故障点のパルス反射法による距離」が問われる問題で使います。故障ケーブルの往復経路またはブリッジ平衡条件を図にして、距離比と抵抗比の対応を確認します。	PM-INS-009	""	""
マーレーループ法の距離比	\frac{x}{2L-x}=\frac{R_1}{R_2}	電力管理	健全線と故障線の単位長抵抗が等しい基本接続です。ブリッジ腕の定義は回路図で確認します。問題文にパルス往復時間、ループ抵抗比またはブリッジの抵抗比が与えられ、「マーレーループ法の距離比」が問われる問題で使います。故障ケーブルの往復経路またはブリッジ平衡条件を図にして、距離比と抵抗比の対応を確認します。	PM-INS-010	""	""
ホイートストンブリッジの平衡条件	R_1R_4=R_2R_3	電力管理	向かい合う抵抗の積が等しいと検流計電流が零になります。問題文のパルス往復時間、ループ抵抗比またはブリッジの抵抗比に注目し、「ホイートストンブリッジの平衡条件」を判断・説明する問題で使います。故障ケーブルの往復経路またはブリッジ平衡条件を図にして、距離比と抵抗比の対応を確認します。	PM-INS-011	""	""
同期速度	n_s=\frac{120f}{p}\quad[\mathrm{min^{-1}}]	機械制御	fは電源周波数、pは極数です。極対数を使う式と混同しないようにします。問題文に周波数、極数、磁束、巻線係数または1相直列巻数が与えられ、「同期速度」が問われる問題で使います。極数と極対数を混同せず、誘導起電力は1相値・正弦波磁束の条件で扱います。	MC-SYN-001	""	""
同期発電機の1相誘導起電力	E=4.44k_wfN\Phi_m	機械制御	Nは1相直列巻数、k_wは巻線係数、Φ_mは1極当たり最大磁束です。問題文に周波数、極数、磁束、巻線係数または1相直列巻数が与えられ、「同期発電機の1相誘導起電力」が問われる問題で使います。極数と極対数を混同せず、誘導起電力は1相値・正弦波磁束の条件で扱います。	MC-SYN-002	""	""
丸形同期発電機のフェーザ方程式	\dot{E}=\dot{V}+(R_a+jX_s)\dot{I}	機械制御	電流を発電機から外部へ流れ出す向きに取った発電機規約です。問題文に発電機・電動機の別、端子電圧、電機子電流と同期インピーダンスが与えられ、「丸形同期発電機のフェーザ方程式」が問われる問題で使います。発電機では電流を外向き、電動機では内向きに取り、フェーザ式の電圧降下方向を逆にします。	MC-SYN-003	""	""
丸形同期電動機のフェーザ方程式	\dot{E}=\dot{V}-(R_a+jX_s)\dot{I}	機械制御	電流を電動機へ流れ込む向きに取った電動機規約です。問題文に発電機・電動機の別、端子電圧、電機子電流と同期インピーダンスが与えられ、「丸形同期電動機のフェーザ方程式」が問われる問題で使います。発電機では電流を外向き、電動機では内向きに取り、フェーザ式の電圧降下方向を逆にします。	MC-SYN-004	""	""
丸形同期機の電力相差角特性	P=\frac{VE}{X_s}\sin\delta	機械制御	抵抗を無視した1相当たりの式です。三相合計なら3倍します。問題文に内部電圧、端子電圧、同期リアクタンス、相差角または機械角速度が与えられ、「丸形同期機の電力相差角特性」が問われる問題で使います。円筒形では電機子抵抗を無視した基本式を使い、突極機ではリラクタンストルク項を追加します。	MC-SYN-005	""	""
突極同期機の電力相差角特性	P=\frac{VE}{X_d}\sin\delta+\frac{V^2}{2}\left(\frac{1}{X_q}-\frac{1}{X_d}\right)\sin2\delta	機械制御	抵抗を無視した1相当たりです。第2項がリラクタンストルク成分です。問題文に内部電圧、端子電圧、同期リアクタンス、相差角または機械角速度が与えられ、「突極同期機の電力相差角特性」が問われる問題で使います。円筒形では電機子抵抗を無視した基本式を使い、突極機ではリラクタンストルク項を追加します。	MC-SYN-006	""	""
